customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,ExtraCharges
2777-PHDEI,Female,No,No,No,1,OneLine,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,Yes,0.0
5640-CAXOA,Female,No,No,No,30,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,No,-23.450000000000045
2235-EZAIK,Female,No,Yes,No,72,MultipleLines,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.2,No,-300.5000000000009
3847-BAERP,Female,No,No,No,10,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,No,38.0
1196-AMORA,Male,No,No,No,7,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,Yes,4.800000000000068
4282-YMKNA,Female,No,No,No,9,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,Yes,33.85000000000002
1453-RZFON,Female,No,No,Yes,1,OneLine,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,No,0.0
8263-OKETD,Female,No,No,No,20,MultipleLines,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,No,-7.650000000000091
0670-KDOMA,Female,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,No,0.0
2476-YGEFM,Female,No,No,No,29,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,No,11.25
8687-BAFGU,Male,No,No,No,1,OneLine,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.0,No,0.0
0641-EVBOJ,Male,No,No,No,3,OneLine,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,No,-32.49999999999997
0829-XXPLX,Female,No,No,No,20,OneLine,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.4,No,83.15000000000009
9974-JFBHQ,Male,No,No,Yes,64,OneLine,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.15,No,-174.40000000000055
5356-RHIPP,Male,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,Yes,0.0
6624-JDRDS,Female,No,No,No,6,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.45,No,-15.25
0608-JDVEC,Male,No,Yes,No,50,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,No,23.200000000000045
9780-FKVVF,Male,No,No,No,6,OneLine,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,No,-18.19999999999999
1919-RTPQD,Male,No,Yes,Yes,7,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,No,20.399999999999977
5214-NLTIT,Male,No,Yes,Yes,72,MultipleLines,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,No,-25.799999999999272
3345-PBBFH,Male,No,Yes,No,8,OneLine,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,No,-2.9499999999999886
5055-BRMNE,Female,No,Yes,Yes,67,MultipleLines,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),106.7,No,-139.40000000000055
9189-JWSHV,Female,Yes,Yes,No,24,MultipleLines,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,Yes,18.850000000000364
2190-PHBHR,Female,No,Yes,No,72,MultipleLines,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,No,121.29999999999927
2650-GYRYL,Male,No,Yes,Yes,33,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.45,No,-41.60000000000002
0746-JTRFU,Male,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,Yes,6.25
5208-FVQKB,Male,No,Yes,No,70,OneLine,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,No,-92.35000000000036
7184-LRUUR,Female,No,No,No,22,OneLine,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,No,6.2999999999999545
6627-CFOSN,Female,No,No,No,59,MultipleLines,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,No,-243.85000000000036
3982-JGSFD,Male,No,No,No,36,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,No,-36.75
1574-DYCWE,Female,No,Yes,Yes,51,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,No,11.300000000000068
7247-XOZPB,Male,No,Yes,No,53,MultipleLines,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,No,53.74999999999909
2466-FCCPT,Female,No,Yes,Yes,20,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,No,1.6000000000000227
6211-WWLTF,Male,No,Yes,No,63,OneLine,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.7,No,49.29999999999927
4826-TZEVA,Female,No,No,No,40,OneLine,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,No,-20.300000000000182
6016-NXBNJ,Male,No,No,No,35,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.15,No,-32.25
9138-EFSMO,Male,No,Yes,Yes,26,OneLine,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,No,-18.450000000000273
0576-WNXXC,Male,Yes,Yes,No,27,MultipleLines,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,Yes,-69.65000000000009
4632-XJMEX,Male,No,No,Yes,53,OneLine,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,No,88.44999999999982
8910-LEDAG,Male,Yes,Yes,No,34,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.55,No,-5.349999999999909
3452-GWUIN,Female,Yes,Yes,No,19,MultipleLines,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,No,-43.799999999999955
2716-GFZOR,Male,No,Yes,No,43,OneLine,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,No,-150.64999999999964
3724-UCSHY,Male,No,Yes,Yes,6,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,No,5.599999999999994
8626-XHBIE,Male,No,No,Yes,56,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,No,35.40000000000009
4628-CTTLA,Male,No,No,No,57,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,Yes,-128.6500000000001
3192-LNKRK,Male,No,Yes,Yes,34,OneLine,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,No,52.25
4439-YRNVD,Female,No,No,No,10,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,No,11.5
2876-VBBBL,Female,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Yes,0.0
6834-NXDCA,Female,No,No,No,13,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,Yes,-9.899999999999977
2208-UGTGR,Male,No,No,No,56,MultipleLines,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.6,No,59.45000000000073
3005-TYFRD,Female,No,Yes,No,55,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.65,No,-24.100000000000364
8670-MEFCP,Female,No,Yes,Yes,36,MultipleLines,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,No,34.84999999999991
3079-BCHLN,Male,No,Yes,No,47,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,No,7.650000000000091
7777-UNYHB,Female,No,Yes,Yes,12,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,No,-8.800000000000011
5597-GLBUC,Female,No,No,No,1,OneLine,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,Yes,0.0
7278-CKDNC,Male,Yes,No,No,24,MultipleLines,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,No,156.44999999999982
2748-MYRVK,Female,No,No,No,63,MultipleLines,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,Yes,-156.70000000000073
8450-UYIBU,Female,Yes,No,No,35,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,No,39.84999999999991
2969-VAPYH,Female,No,No,No,67,OneLine,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,No,-183.5
4822-YCXMX,Male,No,No,No,25,MultipleLines,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,Yes,-76.54999999999995
7181-OQCUT,Male,No,No,No,21,MultipleLines,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,No,34.15000000000009
8474-UMLNT,Female,No,No,No,13,OneLine,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,No,-39.14999999999998
9821-POOTN,Male,No,Yes,No,35,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,Yes,-55.80000000000018
3836-FZSDJ,Male,Yes,Yes,No,71,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,No,136.64999999999986
9142-XMYJH,Female,No,No,No,29,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,No,40.44999999999993
6559-ILWKJ,Male,No,Yes,No,71,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,Yes,11.400000000000091
0187-QSXOE,Male,Yes,Yes,No,7,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,No,-17.549999999999955
7733-UDMTP,Female,Yes,No,No,57,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,No,-40.94999999999982
2649-HWLYB,Male,No,Yes,No,65,MultipleLines,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,No,-20.199999999999818
5214-CHIWJ,Male,No,No,No,27,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,No,46.94999999999993
4229-CZMLL,Male,No,No,No,6,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,Yes,20.399999999999977
6904-JLBGY,Female,Yes,No,No,72,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,No,-12.949999999998909
2465-BLLEU,Male,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,No,0.0
1685-VAYJF,Male,No,No,No,11,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,No,-5.2000000000000455
8874-EJNSR,Male,No,Yes,Yes,39,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,No,5.150000000000091
6917-YACBP,Female,Yes,No,No,59,MultipleLines,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,No,201.64999999999964
5049-MUBWG,Male,No,No,No,26,OneLine,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,No,-41.65000000000009
4223-WOZCM,Male,Yes,No,No,2,OneLine,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,No,7.199999999999989
0769-MURVM,Female,No,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,No,-155.05000000000018
9253-VIFJQ,Male,No,Yes,No,65,MultipleLines,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,No,-48.69999999999982
7030-FZTFM,Male,No,Yes,Yes,72,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,No,-62.05000000000018
9741-YLNTD,Male,No,No,No,6,MultipleLines,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,No,-5.350000000000023
5917-RYRMG,Male,Yes,No,No,32,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,No,-45.89999999999998
5120-ZBLAI,Female,No,Yes,No,50,MultipleLines,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,No,91.19999999999982
1194-BHJYC,Male,No,Yes,No,61,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,No,-12.300000000000182
3663-MITLP,Female,No,No,No,15,OneLine,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,Yes,-61.5
0906-QVPMS,Male,No,Yes,No,72,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,No,58.649999999999636
9025-ZRPVR,Male,No,No,No,9,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,Yes,15.050000000000011
1905-OEILC,Female,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,No,0.0
7858-GTZSP,Female,No,No,No,12,MultipleLines,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,No,28.300000000000182
3285-UCQVC,Female,No,No,No,37,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,Yes,-84.65000000000009
6248-BSHKG,Male,No,Yes,Yes,61,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,No,-17.949999999999818
4685-TFLLS,Male,No,Yes,Yes,18,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,No,-14.100000000000023
3470-BTGQO,Male,No,No,Yes,21,OneLine,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,No,26.399999999999977
1209-VFFOC,Male,No,Yes,Yes,68,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,No,113.25
8224-DWCKX,Male,Yes,No,No,12,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,No,-51.549999999999955
5482-PLVPE,Female,Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,Yes,-6.850000000000001
4553-DVPZG,Female,No,Yes,No,62,MultipleLines,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,No,-119.0
4902-OHLSK,Female,Yes,No,No,29,MultipleLines,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,Yes,1.8999999999996362
6917-IAYHD,Male,No,No,Yes,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,No,0.0
0495-ZBNGW,Male,Yes,Yes,No,5,MultipleLines,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,Yes,-55.55000000000001
8620-RJPZN,Female,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,No,0.0
7572-KPVKK,Male,No,No,Yes,62,MultipleLines,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,No,139.40000000000055
2642-MAWLJ,Female,No,Yes,Yes,36,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,No,-11.049999999999955
2357-COQEK,Female,Yes,No,No,28,MultipleLines,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,Yes,-1.75
7103-ZGVNT,Female,No,Yes,Yes,69,MultipleLines,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,No,-199.44999999999982
3737-GCSPV,Female,No,Yes,No,11,MultipleLines,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,Yes,163.8499999999999
2027-WKXMW,Female,No,Yes,No,63,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,No,20.449999999999818
7137-NAXML,Male,No,No,No,23,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,No,-57.849999999999966
2428-ZMCTB,Male,No,No,No,10,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,No,10.75
2961-VNFKL,Female,No,Yes,No,71,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,No,-40.549999999999955
1768-HNVGJ,Female,Yes,No,No,45,MultipleLines,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,No,-89.80000000000018
6963-KQYQB,Female,No,Yes,Yes,70,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,No,81.25
5934-RMPOV,Female,No,No,Yes,22,MultipleLines,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,No,-47.75
1207-BLKSA,Female,No,Yes,Yes,52,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,No,56.49999999999977
4088-YLDSU,Male,No,Yes,No,55,MultipleLines,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,Yes,14.800000000000182
8316-BBQAY,Female,No,No,No,65,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,No,24.34999999999991
1166-PQLGG,Female,No,Yes,Yes,72,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,No,55.84999999999991
3146-JTQHR,Male,No,Yes,No,10,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,No,-6.550000000000011
4291-YZODP,Female,No,No,Yes,7,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,No,-43.55
4395-PZMSN,Male,Yes,No,No,5,OneLine,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,No,-19.25
6427-FEFIG,Female,No,Yes,Yes,24,MultipleLines,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,No,-39.74999999999977
0017-IUDMW,Female,No,Yes,Yes,72,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,No,47.149999999999636
8706-HRADD,Male,No,No,No,21,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,No,96.95000000000005
9955-QOPOY,Male,No,Yes,No,69,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,No,68.19999999999982
4385-ZKVNW,Male,No,Yes,Yes,44,OneLine,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,No,133.5
5446-DKWYW,Female,Yes,Yes,Yes,61,MultipleLines,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,No,-12.150000000000091
2034-CGRHZ,Male,Yes,No,No,24,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,Yes,25.899999999999636
5797-APWZC,Female,No,No,No,1,OneLine,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,Yes,0.0
3683-QKIUE,Female,No,No,No,6,OneLine,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,Yes,-16.749999999999943
4228-ZGYUW,Male,No,No,No,4,MultipleLines,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,Yes,7.900000000000034
9031-ZVQPT,Male,No,Yes,No,72,MultipleLines,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,No,50.19999999999982
2990-IAJSV,Male,No,No,No,72,MultipleLines,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,No,8.75
8107-KNCIM,Male,Yes,Yes,No,14,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,No,-38.04999999999984
9027-YFHQJ,Male,No,No,No,7,MultipleLines,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,No,-22.400000000000006
5176-LDKUH,Female,No,No,No,48,OneLine,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,No,165.44999999999982
4644-OBGFZ,Male,No,Yes,Yes,55,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,No,-46.15000000000009
7926-IJOOU,Male,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,No,0.0
6480-YAGIY,Male,No,No,No,45,OneLine,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,No,-17.149999999999636
4029-HPFVY,Male,No,No,No,3,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,No,9.500000000000028
7602-DBTOU,Female,No,Yes,No,71,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,No,24.899999999999864
5345-BMKWB,Male,No,Yes,No,8,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,No,-3.6500000000000057
3519-ZKXGG,Female,No,Yes,No,3,MultipleLines,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,Yes,29.05000000000004
5457-COLHT,Male,No,Yes,Yes,69,OneLine,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,No,-22.300000000000182
6416-TVAIH,Male,No,Yes,Yes,1,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,Yes,0.0
5451-YHYPW,Female,Yes,Yes,No,72,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,No,109.70000000000073
5108-ADXWO,Male,No,No,No,11,OneLine,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,Yes,-16.75
7998-WNZEM,Male,No,No,No,71,MultipleLines,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,No,-14.399999999999636
3066-RRJIO,Female,No,No,No,1,OneLine,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,Yes,0.0
4664-NJCMS,Female,No,Yes,No,33,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,No,51.15000000000009
0307-BCOPK,Female,No,No,No,16,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,No,21.849999999999966
7629-WFGLW,Female,Yes,Yes,No,56,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,No,115.34999999999945
2542-HYGIQ,Female,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,No,0.0
6715-OFDBP,Male,No,No,No,5,OneLine,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,Yes,-3.8500000000000227
5016-LIPDW,Male,No,Yes,Yes,57,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,No,-44.200000000000045
6481-LXPWL,Male,No,Yes,Yes,56,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,No,-50.100000000000136
1567-DSCIC,Male,No,No,No,8,MultipleLines,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,Yes,21.649999999999977
2150-UWTFY,Female,No,Yes,Yes,22,OneLine,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,Yes,76.75
6124-ACRHJ,Female,No,No,No,1,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,No,0.0
9362-MWODR,Female,No,No,Yes,40,OneLine,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,No,-103.65000000000009
9975-GPKZU,Male,No,Yes,Yes,46,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,No,-52.0
9625-RZFUK,Male,No,Yes,Yes,63,OneLine,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,No,34.75
5153-LXKDT,Male,No,Yes,Yes,68,MultipleLines,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,No,-26.100000000000364
5161-UBZXI,Male,No,Yes,Yes,69,OneLine,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,No,-76.39999999999964
1020-JPQOW,Female,No,Yes,No,56,MultipleLines,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,No,45.80000000000018
7919-ZODZZ,Female,No,Yes,Yes,10,OneLine,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,No,1.0499999999999545
0565-JUPYD,Male,No,No,No,63,MultipleLines,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,No,7.300000000000182
